Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Gender,Age,City,State,Region,Product_ID,Product_Name,Category,Sub_Category,Quantity,Unit_Price,Discount,Sales,Profit,Payment_Method
ORD00160,2025-03-25,2025-03-30,C0021,Priya,Female,38,Delhi,Delhi,North,P034,Tea,Grocery,Tea,2,2341,0.15,3979.7,816.28,UPI
ORD00161,2025-04-13,2025-04-14,C0150,Diya,Male,37,Mumbai,Maharashtra,West,P009,Laptop,Electronics,Laptop,4,4693,0.1,16894.8,3330.47,UPI
ORD00162,2025-07-25,2025-07-27,C0034,Aarav,Male,31,Chennai,Tamil Nadu,South,P020,Jeans,Clothing,Jeans,2,136,0.1,244.8,26.3,Cash
ORD00163,2025-05-14,2025-05-17,C0113,Sneha,Female,19,Bengaluru,Karnataka,South,P021,Desk,Furniture,Desk,3,3126,0.05,8909.1,970.35,Card
ORD00164,2025-08-04,2025-08-05,C0101,Diya,Male,30,Bengaluru,Karnataka,South,P024,Rice,Grocery,Rice,1,4587,0.15,3898.95,452.58,UPI
ORD00165,2025-03-12,2025-03-17,C0186,Sneha,Male,45,Chennai,Tamil Nadu,South,P004,Jeans,Clothing,Jeans,7,2613,0.15,15547.35,2236.5,UPI
ORD00166,2025-06-25,2025-06-30,C0026,Priya,Female,18,Chennai,Tamil Nadu,South,P042,Chair,Furniture,Chair,6,2688,0.05,15321.6,2370.88,Cash
ORD00167,2025-12-17,2025-12-24,C0078,Sneha,Male,20,Kochi,Kerala,South,P042,Tea,Grocery,Tea,8,1867,0.05,14189.2,1430.9,UPI
ORD00168,2025-08-15,2025-08-16,C0014,Aarav,Female,58,Chennai,Tamil Nadu,South,P002,Chair,Furniture,Chair,8,3603,0.1,25941.6,5944.91,Cash
ORD00169,2025-10-06,2025-10-13,C0205,Rahul,Male,43,Kochi,Kerala,South,P007,Phone,Electronics,Phone,4,3845,0.0,15380.0,1593.91,Card
ORD00170,2025-04-18,2025-04-20,C0246,Aarav,Female,46,Kochi,Kerala,South,P021,Desk,Furniture,Desk,8,3845,0.0,30760.0,3578.26,Card
ORD00171,2025-12-07,2025-12-14,C0217,Unknown Customer,Female,39,Bengaluru,Karnataka,South,P035,Rice,Grocery,Rice,6,2128,0.05,12129.6,2744.49,Card
ORD00172,2025-11-07,2025-11-14,C0092,Rahul,Female,27,Chennai,Tamil Nadu,South,P011,Tea,Grocery,Tea,5,4010,0.05,19047.5,1507.74,Cash
ORD00173,2025-12-09,2025-12-11,C0020,Sneha,Male,30,Bengaluru,Karnataka,South,P022,Phone,Electronics,Phone,6,547,0.15,2789.7,547.99,Card
ORD00174,2025-04-26,2025-05-01,C0165,Sneha,Male,46,Bengaluru,Karnataka,South,P011,Desk,Furniture,Desk,6,4194,0.0,25164.0,6074.76,Cash
ORD00175,2025-03-20,2025-03-27,C0070,Rahul,Female,52,Bengaluru,Karnataka,South,P046,Jeans,Clothing,Jeans,5,2480,0.0,12400.0,1742.32,UPI
ORD00176,2025-06-18,2025-06-23,C0032,Rahul,Female,53,Kochi,Kerala,South,P046,Laptop,Electronics,Laptop,2,3688,0.05,7007.2,1551.01,Cash
ORD00177,2025-04-11,2025-04-12,C0208,Aarav,Male,19,Mumbai,Maharashtra,West,P016,Jeans,Clothing,Jeans,6,3373,0.0,20238.0,1844.22,Card
ORD00178,2025-06-26,2025-06-30,C0068,Aarav,Male,28,Mumbai,Maharashtra,West,P024,Jeans,Clothing,Jeans,7,266,0.1,1675.8,347.37,UPI
ORD00179,2025-08-04,2025-08-05,C0023,Aarav,Female,34,Kochi,Kerala,South,P011,Tea,Grocery,Tea,7,2711,0.15,16130.45,3044.48,Card
ORD00180,2025-09-16,2025-09-21,C0214,Rahul,Male,23,Chennai,Tamil Nadu,South,P005,Jeans,Clothing,Jeans,8,3354,0.05,25490.4,1415.78,UPI
ORD00181,2025-01-30,2025-02-06,C0017,Rahul,Male,57,Kochi,Kerala,South,P049,Tea,Grocery,Tea,2,3477,0.15,5910.9,1073.27,Cash
ORD00182,2025-01-04,2025-01-10,C0039,Aarav,Female,51,Delhi,Delhi,North,P028,Jeans,Clothing,Jeans,3,4655,0.15,11870.25,2144.57,Cash
ORD00183,2025-04-15,2025-04-20,C0134,Sneha,Male,40,Kochi,Kerala,South,P021,Jeans,Clothing,Jeans,6,746,0.1,4028.4,798.85,UPI
ORD00184,2025-08-31,2025-09-07,C0199,Aarav,Female,40,Delhi,Delhi,North,P029,Chair,Furniture,Chair,2,3685,0.05,7001.5,1643.04,Cash
ORD00185,2025-12-20,2025-12-24,C0181,Priya,Female,34,Kochi,Kerala,South,P040,Rice,Grocery,Rice,8,3180,0.1,22896.0,2389.79,Card
ORD00186,2025-12-27,2025-12-28,C0085,Sneha,Female,30,Delhi,Delhi,North,P019,Rice,Grocery,Rice,8,411,0.1,2959.2,527.94,UPI
ORD00187,2025-04-22,2025-04-24,C0204,Diya,Male,57,Delhi,Delhi,North,P025,Jeans,Clothing,Jeans,8,4898,0.05,37224.8,8255.56,Card
ORD00188,2025-03-15,2025-03-19,C0032,Aarav,Female,44,Delhi,Delhi,North,P001,Jeans,Clothing,Jeans,4,732,0.15,2488.8,299.29,UPI
ORD00189,2025-01-21,2025-01-28,C0215,Diya,Female,44,Mumbai,Maharashtra,West,P030,Desk,Furniture,Desk,5,1080,0.0,5400.0,686.6,UPI
ORD00190,2025-02-21,2025-02-24,C0088,Priya,Male,42,Mumbai,Maharashtra,West,P046,Jeans,Clothing,Jeans,2,3780,0.15,6426.0,1275.88,Cash
ORD00191,2025-07-23,2025-07-28,C0139,Priya,Male,35,Mumbai,Maharashtra,West,P043,Chair,Furniture,Chair,7,1799,0.05,11963.35,748.22,UPI
ORD00192,2025-01-11,2025-01-15,C0141,Aarav,Female,19,Unknown,Delhi,North,P023,Jeans,Clothing,Jeans,7,3264,0.1,20563.2,3126.62,Card
ORD00193,2025-07-08,2025-07-11,C0120,Priya,Female,58,Kochi,Kerala,South,P001,Rice,Grocery,Rice,4,3528,0.05,13406.4,848.79,Cash
ORD00194,2025-09-02,2025-09-05,C0076,Diya,Female,40,Bengaluru,Karnataka,South,P030,Chair,Furniture,Chair,3,908,0.0,2724.0,449.17,Cash
ORD00195,2025-04-29,2025-04-30,C0016,Diya,Male,19,Bengaluru,Karnataka,South,P014,Jeans,Clothing,Jeans,6,3886,0.0,23316.0,5109.42,Cash
ORD00196,2025-12-07,2025-12-13,C0100,Priya,Female,38,Mumbai,Maharashtra,West,P041,Phone,Electronics,Phone,4,1238,0.15,4209.2,469.51,Cash
ORD00197,2025-07-18,2025-07-24,C0202,Rahul,Female,57,Bengaluru,Karnataka,South,P005,Jeans,Clothing,Jeans,3,2692,0.0,8076.0,1689.23,Cash
ORD00198,2025-08-08,2025-08-12,C0232,Priya,Male,35,Delhi,Delhi,North,P017,Tea,Grocery,Tea,1,3496,0.1,3146.4,491.87,Card
ORD00199,2025-11-03,2025-11-05,C0007,Rahul,Female,20,Delhi,Delhi,North,P040,Laptop,Electronics,Laptop,8,1895,0.15,12886.0,1845.62,UPI
ORD00200,2025-12-05,2025-12-06,C0063,Priya,Female,36,Bengaluru,Karnataka,South,P022,Jeans,Clothing,Jeans,8,2157,0.15,14667.6,3391.15,UPI
ORD00201,2025-07-18,2025-07-23,C0149,Diya,Female,64,Chennai,Tamil Nadu,South,P033,Jeans,Clothing,Jeans,1,1915,0.15,1627.75,186.26,UPI
ORD00202,2025-08-06,2025-08-07,C0077,Priya,Female,63,Bengaluru,Karnataka,South,P015,Phone,Electronics,Phone,7,2640,0.0,18480.0,3429.64,Cash
ORD00203,2025-08-16,2025-08-22,C0084,Aarav,Male,38,Kochi,Kerala,South,P024,Laptop,Electronics,Laptop,2,2694,0.1,4849.2,578.63,Cash
ORD00204,2025-07-05,2025-07-06,C0037,Diya,Female,31,Chennai,Tamil Nadu,South,P008,Chair,Furniture,Chair,4,3017,0.1,10861.2,2331.66,UPI
ORD00205,2025-10-18,2025-10-19,C0169,Rahul,Female,20,Bengaluru,Karnataka,South,P041,Jeans,Clothing,Jeans,6,1792,0.15,9139.2,1872.8,UPI
ORD00206,2025-08-08,2025-08-10,C0193,Diya,Female,24,Bengaluru,Karnataka,South,P047,Jeans,Clothing,Jeans,8,2801,0.15,19046.8,3308.17,Card
ORD00207,2025-06-05,2025-06-06,C0118,Aarav,Male,53,Mumbai,Maharashtra,West,P047,Desk,Furniture,Desk,5,2629,0.05,12487.75,1855.99,UPI
ORD00208,2025-07-03,2025-07-05,C0136,Priya,Female,24,Kochi,Kerala,South,P037,Rice,Grocery,Rice,6,2923,0.0,17538.0,2983.51,UPI
ORD00209,2025-11-04,2025-11-09,C0173,Rahul,Male,50,Chennai,Tamil Nadu,South,P048,Jeans,Clothing,Jeans,6,2920,0.0,17520.0,933.39,Cash
ORD00210,2025-08-05,2025-08-07,C0199,Unknown Customer,Male,18,Bengaluru,Karnataka,South,P043,Tea,Grocery,Tea,6,581,0.05,3311.7,472.23,UPI
ORD00211,2025-06-15,2025-06-20,C0018,Priya,Female,64,Delhi,Delhi,North,P018,Desk,Furniture,Desk,2,2736,0.15,4651.2,414.11,Cash
ORD00212,2025-06-21,2025-06-28,C0215,Diya,Female,60,Bengaluru,Karnataka,South,P031,Chair,Furniture,Chair,5,869,0.15,3693.25,745.57,Cash
ORD00213,2025-01-30,2025-01-31,C0068,Sneha,Male,45,Kochi,Kerala,South,P009,Desk,Furniture,Desk,1,2150,0.15,1827.5,157.29,Card
ORD00214,2025-04-11,2025-04-13,C0149,Priya,Female,33,Mumbai,Maharashtra,West,P021,Desk,Furniture,Desk,8,1642,0.1,11822.4,1530.89,Card
ORD00215,2025-11-06,2025-11-09,C0151,Aarav,Female,28,Mumbai,Maharashtra,West,P009,Laptop,Electronics,Laptop,2,4780,0.1,8604.0,2149.52,UPI
ORD00216,2025-02-03,2025-02-05,C0099,Diya,Female,19,Kochi,Kerala,South,P036,Laptop,Electronics,Laptop,6,3432,0.1,18532.8,1242.76,UPI
ORD00217,2025-06-08,2025-06-10,C0200,Diya,Female,61,Kochi,Kerala,South,P012,Laptop,Electronics,Laptop,6,3518,0.1,18997.2,1102.88,Card
ORD00218,2025-04-11,2025-04-18,C0051,Priya,Male,60,Delhi,Delhi,North,P008,Jeans,Clothing,Jeans,6,1714,0.15,8741.4,1841.75,Cash
ORD00219,2025-07-31,2025-08-07,C0165,Priya,Female,47,Bengaluru,Karnataka,South,P001,Chair,Furniture,Chair,6,4572,0.0,27432.0,1532.24,Cash
ORD00220,2025-01-02,2025-01-05,C0137,Priya,Male,18,Bengaluru,Karnataka,South,P035,Tea,Grocery,Tea,5,3456,0.05,16416.0,3150.73,Card
ORD00221,2025-04-29,2025-05-02,C0076,Rahul,Male,65,Mumbai,Maharashtra,West,P002,Jeans,Clothing,Jeans,2,2433,0.0,4866.0,357.54,UPI
ORD00222,2025-08-09,2025-08-13,C0160,Aarav,Female,19,Bengaluru,Karnataka,South,P037,Phone,Electronics,Phone,5,4224,0.1,19008.0,3902.72,Card
ORD00223,2025-04-22,2025-04-26,C0070,Sneha,Male,29,Delhi,Delhi,North,P006,Laptop,Electronics,Laptop,1,2763,0.0,2763.0,406.98,Card
ORD00224,2025-03-29,2025-04-05,C0052,Diya,Male,65,Mumbai,Maharashtra,West,P010,Desk,Furniture,Desk,3,3161,0.15,8060.55,1369.54,UPI
ORD00225,2025-05-19,2025-05-22,C0133,Rahul,Male,56,Kochi,Kerala,South,P022,Jeans,Clothing,Jeans,8,4749,0.05,36092.4,6903.23,Cash
ORD00226,2025-09-08,2025-09-13,C0230,Rahul,Male,64,Kochi,Kerala,South,P005,Chair,Furniture,Chair,6,3564,0.1,19245.6,3858.78,Cash
ORD00227,2025-03-21,2025-03-23,C0022,Aarav,Female,41,Kochi,Kerala,South,P004,Laptop,Electronics,Laptop,5,2458,0.1,11061.0,564.98,Card
ORD00228,2025-09-18,2025-09-22,C0237,Diya,Female,52,Mumbai,Maharashtra,West,P022,Rice,Grocery,Rice,1,1550,0.15,1317.5,294.65,Card
ORD00229,2025-03-24,2025-03-26,C0186,Rahul,Male,38,Mumbai,Maharashtra,West,P035,Desk,Furniture,Desk,6,3686,0.1,19904.4,3401.03,Cash
ORD00230,2025-03-30,2025-04-06,C0212,Diya,Male,48,Delhi,Delhi,North,P045,Rice,Grocery,Rice,7,4347,0.05,28907.55,3106.95,UPI
ORD00231,2025-06-25,2025-06-28,C0149,Aarav,Female,55,Delhi,Delhi,North,P014,Phone,Electronics,Phone,3,912,0.0,2736.0,228.21,Cash
ORD00232,2025-01-04,2025-01-09,C0231,Diya,Female,53,Chennai,Tamil Nadu,South,P010,Phone,Electronics,Phone,3,2746,0.15,7002.3,1601.13,UPI
ORD00233,2025-12-22,2025-12-25,C0067,Sneha,Male,28,Chennai,Tamil Nadu,South,P049,Chair,Furniture,Chair,1,354,0.0,354.0,62.38,Cash
ORD00234,2025-10-27,2025-11-02,C0108,Diya,Female,46,Mumbai,Maharashtra,West,P016,Tea,Grocery,Tea,7,501,0.15,2980.95,449.49,Cash
ORD00235,2025-08-23,2025-08-26,C0163,Aarav,Male,28,Kochi,Kerala,South,P040,Tea,Grocery,Tea,2,547,0.1,984.6,186.79,Card
ORD00236,2025-01-20,2025-01-25,C0114,Diya,Female,50,Bengaluru,Karnataka,South,P016,Rice,Grocery,Rice,2,3816,0.05,7250.4,652.84,Card
ORD00237,2025-12-15,2025-12-16,C0058,Rahul,Male,26,Bengaluru,Karnataka,South,P020,Jeans,Clothing,Jeans,1,4675,0.15,7947.5,1822.49,UPI
ORD00238,2025-09-04,2025-09-09,C0073,Aarav,Male,50,Kochi,Kerala,South,P018,Desk,Furniture,Desk,7,4864,0.1,30643.2,3957.24,Card
ORD00239,2025-07-10,2025-07-17,C0009,Sneha,Male,48,Bengaluru,Karnataka,South,P031,Phone,Electronics,Phone,4,179,0.1,644.4,33.44,Card
ORD00240,2025-09-15,2025-09-17,C0032,Aarav,Female,45,Bengaluru,Karnataka,South,P019,Phone,Electronics,Phone,1,1146,0.0,1146.0,168.1,Card
ORD00241,2025-10-12,2025-10-18,C0026,Aarav,Female,51,Bengaluru,Karnataka,South,P017,Desk,Furniture,Desk,2,790,0.05,1501.0,78.87,Cash
ORD00242,2025-03-18,2025-03-25,C0085,Diya,Female,18,Chennai,Tamil Nadu,South,P007,Rice,Grocery,Rice,8,164,0.1,1180.8,71.3,Cash
ORD00243,2025-04-29,2025-04-30,C0203,Rahul,Female,49,Bengaluru,Karnataka,South,P033,Tea,Grocery,Tea,3,3567,0.05,10165.95,1919.89,Card
ORD00244,2025-06-03,2025-06-05,C0144,Rahul,Female,40,Kochi,Kerala,South,P034,Jeans,Clothing,Jeans,6,884,0.1,4773.6,617.99,Card
ORD00245,2025-12-15,2025-12-21,C0178,Diya,Female,20,Bengaluru,Karnataka,South,P042,Tea,Grocery,Tea,6,1125,0.0,6750.0,1506.82,Card
ORD00246,2025-02-06,2025-02-13,C0206,Sneha,Female,31,Bengaluru,Karnataka,South,P014,Jeans,Clothing,Jeans,8,4505,0.15,30634.0,4551.21,UPI
ORD00247,2025-01-01,2025-01-06,C0229,Rahul,Female,35,Chennai,Tamil Nadu,South,P048,Desk,Furniture,Desk,6,1469,0.1,7932.6,734.32,Cash
ORD00248,2025-01-04,2025-01-10,C0200,Priya,Female,25,Bengaluru,Karnataka,South,P012,Tea,Grocery,Tea,3,2945,0.05,8393.25,943.86,Cash
ORD00249,2025-08-20,2025-08-23,C0083,Aarav,Male,35,Bengaluru,Karnataka,South,P036,Rice,Grocery,Rice,8,3652,0.15,24833.6,4813.41,Card
ORD00250,2025-01-18,2025-01-24,C0248,Aarav,Male,53,Delhi,Delhi,North,P025,Chair,Furniture,Chair,1,3100,0.15,2635.0,531.42,Cash
ORD00251,2025-05-26,2025-05-27,C0201,Sneha,Female,34,Kochi,Kerala,South,P029,Rice,Grocery,Rice,2,2590,0.05,4921.0,906.78,Cash
ORD00252,2025-05-06,2025-05-07,C0059,Rahul,Female,27,Chennai,Tamil Nadu,South,P017,Tea,Grocery,Tea,7,3648,0.15,21705.6,3986.47,UPI
ORD00253,2025-08-25,2025-08-31,C0150,Sneha,Female,32,Delhi,Delhi,North,P023,Jeans,Clothing,Jeans,7,4786,0.15,28476.7,6208.95,Cash
ORD00254,2025-03-23,2025-03-26,C0107,Priya,Female,20,Bengaluru,Karnataka,South,P005,Chair,Furniture,Chair,1,2240,0.15,1904.0,164.27,Card
ORD00255,2025-09-10,2025-09-16,C0023,Rahul,Female,30,Chennai,Tamil Nadu,South,P029,Phone,Electronics,Phone,4,1095,0.1,3942.0,926.25,Cash
ORD00256,2025-12-26,2025-12-29,C0052,Diya,Female,65,Delhi,Delhi,North,P024,Desk,Furniture,Desk,6,2177,0.0,13062.0,1016.39,Card
ORD00257,2025-01-18,2025-01-23,C0155,Sneha,Female,58,Delhi,Delhi,North,P001,Desk,Furniture,Desk,3,4893,0.1,13211.1,764.68,Cash
ORD00258,2025-01-01,2025-01-02,C0074,Diya,Male,40,Delhi,Delhi,North,P034,Desk,Furniture,Desk,6,1235,0.1,6669.0,547.37,Cash
ORD00259,2025-11-20,2025-11-27,C0220,Priya,Male,38,Bengaluru,Karnataka,South,P007,Chair,Furniture,Chair,5,3001,0.0,15005.0,804.54,Cash
ORD00260,2025-02-21,2025-02-25,C0192,Priya,Male,32,Bengaluru,Karnataka,South,P025,Rice,Grocery,Rice,4,1674,0.05,6361.2,766.55,Card
ORD00261,2025-08-14,2025-08-15,C0088,Priya,Male,21,Kochi,Kerala,South,P047,Tea,Grocery,Tea,8,2011,0.0,16088.0,2918.08,Card
ORD00262,2025-08-09,2025-08-10,C0004,Diya,Female,55,Delhi,Delhi,North,P004,Tea,Grocery,Tea,5,4006,0.1,18027.0,3412.5,Cash
ORD00263,2025-12-16,2025-12-20,C0090,Priya,Female,25,Bengaluru,Karnataka,South,P024,Laptop,Electronics,Laptop,5,966,0.1,4347.0,464.9,Card
ORD00264,2025-09-23,2025-09-26,C0067,Aarav,Female,54,Unknown,Delhi,North,P011,Jeans,Clothing,Jeans,4,1392,0.05,5289.6,1207.56,UPI
ORD00265,2025-01-18,2025-01-19,C0093,Rahul,Female,30,Bengaluru,Karnataka,South,P016,Jeans,Clothing,Jeans,3,4291,0.0,12873.0,1007.88,Card
ORD00266,2025-09-30,2025-10-06,C0159,Rahul,Male,56,Bengaluru,Karnataka,South,P044,Chair,Furniture,Chair,6,2529,0.1,13656.6,2425.42,UPI
ORD00267,2025-11-14,2025-11-19,C0208,Aarav,Female,23,Chennai,Tamil Nadu,South,P027,Jeans,Clothing,Jeans,3,3547,0.05,10108.95,1656.78,Cash
ORD00268,2025-06-08,2025-06-09,C0011,Diya,Female,21,Delhi,Delhi,North,P016,Chair,Furniture,Chair,7,3781,0.0,26467.0,1358.22,Cash
ORD00269,2025-09-02,2025-09-04,C0008,Aarav,Male,24,Mumbai,Maharashtra,West,P010,Jeans,Clothing,Jeans,4,4397,0.0,17588.0,2980.51,Cash
ORD00270,2025-11-30,2025-12-01,C0197,Priya,Male,36,Bengaluru,Karnataka,South,P038,Desk,Furniture,Desk,6,939,0.1,5070.6,660.45,UPI
ORD00271,2025-01-08,2025-01-12,C0156,Rahul,Male,56,Mumbai,Maharashtra,West,P035,Laptop,Electronics,Laptop,4,3078,0.15,10465.2,1554.41,Cash
ORD00272,2025-11-20,2025-11-23,C0124,Priya,Female,43,Kochi,Kerala,South,P021,Chair,Furniture,Chair,7,3505,0.1,22081.5,1703.6,Cash
ORD00273,2025-05-15,2025-05-21,C0032,Priya,Male,55,Kochi,Kerala,South,P022,Chair,Furniture,Chair,3,1500,0.15,3825.0,784.16,Card
ORD00274,2025-07-10,2025-07-13,C0019,Rahul,Male,55,Bengaluru,Karnataka,South,P036,Chair,Furniture,Chair,2,3470,0.05,6593.0,686.95,Cash
ORD00275,2025-11-03,2025-11-10,C0120,Rahul,Male,27,Delhi,Delhi,North,P028,Laptop,Electronics,Laptop,3,2987,0.05,8512.95,1501.48,Cash
ORD00276,2025-03-05,2025-03-08,C0026,Aarav,Male,27,Bengaluru,Karnataka,South,P019,Jeans,Clothing,Jeans,1,302,0.15,256.7,60.67,UPI
ORD00277,2025-12-15,2025-12-18,C0029,Sneha,Male,26,Unknown,Karnataka,South,P008,Jeans,Clothing,Jeans,5,1884,0.15,8007.0,1635.29,UPI
ORD00278,2025-02-21,2025-02-28,C0122,Priya,Male,43,Bengaluru,Karnataka,South,P021,Tea,Grocery,Tea,8,1862,0.05,14151.2,1550.85,UPI
ORD00279,2025-02-12,2025-02-17,C0177,Priya,Male,21,Bengaluru,Karnataka,South,P041,Laptop,Electronics,Laptop,6,2142,0.05,12209.4,3031.02,Card
ORD00280,2025-01-10,2025-01-15,C0021,Aarav,Female,38,Mumbai,Maharashtra,West,P007,Tea,Grocery,Tea,5,3729,0.05,17712.75,3146.42,UPI
ORD00281,2025-03-19,2025-03-22,C0102,Sneha,Male,55,Mumbai,Maharashtra,West,P034,Chair,Furniture,Chair,3,615,0.0,1845.0,144.83,Cash
ORD00282,2025-09-23,2025-09-27,C0129,Rahul,Female,55,Delhi,Delhi,North,P007,Jeans,Clothing,Jeans,4,179,0.15,608.6,126.18,UPI
ORD00283,2025-01-06,2025-01-11,C0137,Sneha,Female,21,Kochi,Kerala,South,P024,Laptop,Electronics,Laptop,1,4162,0.0,4162.0,682.26,Card
ORD00284,2025-04-17,2025-04-23,C0158,Rahul,Female,62,Bengaluru,Karnataka,South,P010,Jeans,Clothing,Jeans,2,2706,0.15,4600.2,1147.55,UPI
ORD00285,2025-09-24,2025-09-28,C0057,Diya,Male,42,Kochi,Kerala,South,P004,Desk,Furniture,Desk,4,4981,0.0,19924.0,1328.79,Card
ORD00286,2025-02-07,2025-02-14,C0068,Aarav,Female,20,Delhi,Delhi,North,P029,Desk,Furniture,Desk,3,758,0.0,2274.0,168.85,UPI
ORD00287,2025-09-14,2025-09-15,C0079,Priya,Male,24,Bengaluru,Karnataka,South,P037,Laptop,Electronics,Laptop,1,1891,0.15,1607.35,163.13,Cash
ORD00288,2025-11-26,2025-11-29,C0198,Diya,Male,41,Mumbai,Maharashtra,West,P007,Laptop,Electronics,Laptop,5,1395,0.1,6277.5,932.58,UPI
ORD00289,2025-09-22,2025-09-26,C0127,Diya,Female,36,Kochi,Kerala,South,P042,Tea,Grocery,Tea,7,3308,0.05,21998.2,1425.36,Card
ORD00290,2025-07-18,2025-07-20,C0177,Sneha,Male,43,Chennai,Tamil Nadu,South,P045,Jeans,Clothing,Jeans,2,4393,0.15,7468.1,745.59,UPI
ORD00291,2025-12-28,2025-12-30,C0095,Diya,Male,37,Bengaluru,Karnataka,South,P031,Desk,Furniture,Desk,4,2957,0.15,10053.8,2104.01,Cash
ORD00292,2025-11-18,2025-11-24,C0077,Priya,Female,34,Bengaluru,Karnataka,South,P027,Rice,Grocery,Rice,1,803,0.15,682.55,159.36,UPI
ORD00293,2025-04-06,2025-04-12,C0179,Unknown Customer,Female,56,Mumbai,Maharashtra,West,P037,Desk,Furniture,Desk,4,4927,0.1,17737.2,1790.96,Card
ORD00294,2025-06-04,2025-06-11,C0223,Rahul,Male,41,Delhi,Delhi,North,P043,Desk,Furniture,Desk,8,1398,0.1,10065.6,909.21,Cash
ORD00295,2025-08-26,2025-08-28,C0026,Diya,Female,51,Bengaluru,Karnataka,South,P040,Jeans,Clothing,Jeans,7,4728,0.1,29786.4,1812.14,Cash
ORD00296,2025-06-28,2025-07-05,C0022,Sneha,Male,18,Delhi,Delhi,North,P024,Tea,Grocery,Tea,6,1987,0.0,11922.0,2772.61,UPI
ORD00297,2025-02-27,2025-03-03,C0133,Rahul,Male,24,Kochi,Kerala,South,P038,Desk,Furniture,Desk,5,2689,0.05,12772.75,1700.87,UPI
ORD00298,2025-02-28,2025-03-07,C0175,Priya,Male,50,Kochi,Kerala,South,P044,Desk,Furniture,Desk,6,4941,0.0,29646.0,4772.68,Cash
ORD00299,2025-09-09,2025-09-13,C0067,Diya,Male,35,Kochi,Kerala,South,P038,Jeans,Clothing,Jeans,8,426,0.0,3408.0,554.02,Cash
ORD00300,2025-07-29,2025-08-05,C0206,Priya,Male,32,Bengaluru,Karnataka,South,P022,Desk,Furniture,Desk,3,3069,0.05,8746.65,1177.5,UPI
ORD00301,2025-03-17,2025-03-19,C0239,Aarav,Male,65,Kochi,Kerala,South,P010,Jeans,Clothing,Jeans,6,2559,0.0,15354.0,2923.68,Cash
ORD00302,2025-02-01,2025-02-04,C0011,Diya,Male,64,Chennai,Tamil Nadu,South,P020,Desk,Furniture,Desk,6,4856,0.05,27679.2,3626.73,UPI
ORD00303,2025-06-25,2025-06-26,C0033,Priya,Male,22,Bengaluru,Karnataka,South,P008,Rice,Grocery,Rice,3,112,0.15,285.6,66.07,Cash
ORD00304,2025-02-18,2025-02-24,C0130,Diya,Female,62,Bengaluru,Karnataka,South,P026,Jeans,Clothing,Jeans,4,4236,0.15,14402.4,1710.59,UPI
ORD00305,2025-02-03,2025-02-05,C0189,Priya,Female,23,Delhi,Delhi,North,P019,Desk,Furniture,Desk,6,3758,0.15,19165.8,2929.85,Cash
ORD00306,2025-09-16,2025-09-23,C0182,Rahul,Female,46,Bengaluru,Karnataka,South,P031,Jeans,Clothing,Jeans,2,1307,0.05,2483.3,315.76,Cash
ORD00307,2025-06-29,2025-07-03,C0203,Diya,Male,18,Mumbai,Maharashtra,West,P027,Desk,Furniture,Desk,5,1084,0.0,5420.0,285.34,Cash
ORD00308,2025-05-16,2025-05-21,C0151,Aarav,Male,34,Chennai,Tamil Nadu,South,P007,Phone,Electronics,Phone,6,4039,0.1,21810.6,5112.5,UPI
ORD00309,2025-08-26,2025-09-01,C0229,Aarav,Female,55,Kochi,Kerala,South,P009,Desk,Furniture,Desk,4,3020,0.15,10268.0,728.7,UPI
ORD00310,2025-09-22,2025-09-29,C0127,Aarav,Male,30,Bengaluru,Karnataka,South,P002,Rice,Grocery,Rice,8,2894,0.1,20836.8,2093.69,Cash
ORD00311,2025-03-26,2025-04-02,C0109,Rahul,Male,26,Bengaluru,Karnataka,South,P020,Desk,Furniture,Desk,7,4843,0.15,28815.85,3643.64,Cash
ORD00312,2025-12-15,2025-12-20,C0104,Priya,Male,34,Kochi,Kerala,South,P035,Rice,Grocery,Rice,3,2236,0.1,6037.2,575.6,Cash
ORD00313,2025-07-31,2025-08-02,C0070,Priya,Male,46,Bengaluru,Karnataka,South,P003,Tea,Grocery,Tea,3,559,0.1,1509.3,339.96,UPI
ORD00314,2025-06-23,2025-06-27,C0111,Priya,Female,56,Delhi,Delhi,North,P001,Chair,Furniture,Chair,2,1415,0.15,2405.5,519.18,UPI
ORD00315,2025-11-06,2025-11-09,C0125,Diya,Male,29,Bengaluru,Karnataka,South,P011,Laptop,Electronics,Laptop,2,1195,0.0,2390.0,226.59,Card
ORD00316,2025-01-14,2025-01-19,C0047,Priya,Female,61,Bengaluru,Karnataka,South,P007,Laptop,Electronics,Laptop,6,1712,0.1,9244.8,1779.43,Cash
ORD00317,2025-01-20,2025-01-27,C0036,Priya,Male,35,Chennai,Tamil Nadu,South,P003,Chair,Furniture,Chair,3,4140,0.1,11178.0,2332.03,Card
ORD00318,2025-06-22,2025-06-24,C0096,Priya,Male,55,Delhi,Delhi,North,P044,Chair,Furniture,Chair,5,2251,0.15,9566.75,1671.49,Card
ORD00319,2025-04-18,2025-04-22,C0045,Sneha,Male,41,Chennai,Tamil Nadu,South,P006,Laptop,Electronics,Laptop,4,3625,0.1,13050.0,2936.13,Cash
ORD00320,2025-03-18,2025-03-20,C0072,Sneha,Female,57,Kochi,Kerala,South,P012,Rice,Grocery,Rice,3,2303,0.15,5872.65,310.24,UPI
